"","Dune_Crest_Elevation","Lowest_Recent_Dune_Crest_Elevation","Island_Interior_Width","Narrowest_Recent_Island_Interior_Width","Beach_Width","Change_in_Dune_Crest_Elevation","Change_in_Island_Interior_Width","Change_in_Beach_Width","Shrub_Presence","Island_Name","Year","Transect_Number"
"Parramore 2016 99",2.40822794,1.80369219,873.219316,873.219316,11.4980547364655,0.60453575,-71.217304,115.780684,"Shrub","Parramore",2016,99
"Parramore 2016 100",2.29866516,2.10204359,907.67002,907.67002,12.4636594023451,0.19662157,-39.559356,108.32998,"Shrub","Parramore",2016,100
"Parramore 2016 101",2.55527668,2.09596089,879.480885,879.480885,10.7384362939746,0.44188591,-33.541248,108.519115,"Shrub","Parramore",2016,101
"Parramore 2016 102",2.66471023,1.93135775,855.480885,855.480885,18.2253162779682,0.73335248,-60.7484910000001,113.519115,"Shrub","Parramore",2016,102
"Parramore 2016 103",2.70575735,2.03755074,864.480885,864.480885,29.853024075238,0.66820661,-33.334004,114.519115,"Shrub","Parramore",2016,103
"Parramore 2016 104",2.37370229,1.96720156,863.066398,863.066398,32.2072519069158,0.40650073,-20.5231390000001,121.933602,"Shrub","Parramore",2016,104
"Parramore 2016 105",2.76970755,2.13942185,898.066398,898.066398,30.7846402487556,0.6302857,-15.694165,128.933602,"Shrub","Parramore",2016,105
"Parramore 2016 106",2.63810581,1.77477969,929.633803,929.633803,24.2989990965657,0.79854487,-18.108652,139.366197,"Shrub","Parramore",2016,106
"Parramore 2016 107",2.4203215,1.84374885,948.012072,948.012072,30.9454353979956,0.57657265,-78.5050309999999,140.987928,"Shrub","Parramore",2016,107
"Parramore 2016 108",2.76458559,1.99043099,949.390342,949.390342,41.4873111265063,0.7741546,-46,152.609658,"Shrub","Parramore",2016,108
"Parramore 2016 109",2.71812658,1.92278481,1021.768612,1021.768612,12.6481996096087,0.79534177,-133.865191,155.231388,"Shrub","Parramore",2016,109
"Parramore 2016 110",2.1389052,1.8248527,1114.219316,1114.219316,8.00723542147107,0.23069711,-202.963783,144.780684,"Shrub","Parramore",2016,110
"Parramore 2016 111",2.48058008,1.70378386,1174.696177,1174.696177,20.0509644413163,0.77679622,-345.090543,164.303823,"Shrub","Parramore",2016,111
"Parramore 2016 112",2.39976364,1.81798865,1386.408451,1386.408451,91.5790092635719,0.58177499,-190.684104,148.591549,"Shrub","Parramore",2016,112
"Parramore 2016 113",2.52036337,2.00506855,1419.255533,1419.255533,91.47119181621,0.51529482,-192.549296,155.744467,"Shrub","Parramore",2016,113
"Cedar 2016 1",1.67763677,1.27507099,281.722334,239.227364,62.4265932228321,0.39738615,42.49497,121.277666,"Non-shrub","Cedar",2016,1
"Cedar 2016 2",1.73746165,1.21424745,356.623742,356.020121,66.0716119602285,0.5232142,0.603620999999976,107.376258,"Non-shrub","Cedar",2016,2
"Cedar 2016 3",1.71959829,1.18613563,328.641851,298.641851,55.4098541861163,0.4672444,30,111.358149,"Non-shrub","Cedar",2016,3
"Cedar 2016 4",1.7534103,1.07400602,262.209256,235.227364,71.6878773560374,0.50740542,26.981892,119.790744,"Non-shrub","Cedar",2016,4
"Cedar 2016 5",1.73329978,1.04115942,206.227364,206.227364,49.8815706754214,0.35621541,-4.22535200000002,123.772636,"Non-shrub","Cedar",2016,5
"Cedar 2016 6",1.80866018,1.49227787,250.903421,198.569416,47.162226912674,0.31638231,52.334005,116.096579,"Non-shrub","Cedar",2016,6
"Cedar 2016 7",1.73925794,1.22351082,195.714286,195.714286,34.0834745026557,0.25770348,-28.189135,120.285714,"Non-shrub","Cedar",2016,7
"Cedar 2016 8",1.7636844,1.54047942,264.939638,233.128773,43.9348468904472,0.15825257,31.810865,125.060362,"Non-shrub","Cedar",2016,8
"Cedar 2016 9",1.72674381,1.51130791,275.975855,241.750503,40.1300757037584,0.0934722600000002,34.225352,124.024145,"Non-shrub","Cedar",2016,9
"Cedar 2016 10",1.79248405,1.37611419,283.579477,283.579477,42.3892824679895,0.14817066,-1.81086500000004,122.420523,"Non-shrub","Cedar",2016,10
"Cedar 2016 11",1.87203066,1.39796241,258.975855,258.975855,43.1920088280139,0.25004322,-26.981891,127.024145,"Non-shrub","Cedar",2016,11
"Cedar 2016 12",1.95311655,1.36550688,328.390342,328.390342,40.0147027503353,0.298008,-124.225352,124.609658,"Non-shrub","Cedar",2016,12
"Cedar 2016 13",2.0857809,1.45286751,95,95,73.967148510704,0.45689582,-313.462777,236,"Non-shrub","Cedar",2016,13
"Cedar 2016 14",1.73376178,1.66300191,178.273642,178.273642,75.9368887808539,-0.00479746000000003,-365.018109,125.726358,"Non-shrub","Cedar",2016,14
"Cedar 2016 15",1.81095625,1.62018576,551.462777,465.688129,46.2950779665003,-0.02545924,85.774648,136.537223,"Non-shrub","Cedar",2016,15
"Cedar 2016 16",1.74803994,1.46905925,539.877264,482.895372,-0.7809890517073,-0.15558256,56.981892,128.122736,"Non-shrub","Cedar",2016,16
"Cedar 2016 17",1.80844116,1.42060445,504.517103,469.291751,59.6148420426722,-0.11715322,35.225352,119.482897,"Non-shrub","Cedar",2016,17
"Cedar 2016 18",1.83603303,1.64020565,474.309859,401.291751,106.412505662467,-0.1045433,73.018108,128.690141,"Non-shrub","Cedar",2016,18
"Cedar 2016 19",1.89787942,1.67541935,358.895372,334.498994,82.8267015075413,-0.10587345,24.396378,115.104628,"Shrub","Cedar",2016,19
"Cedar 2016 20",1.98366992,1.85914603,204.480885,204.480885,34.8054091634422,-0.0785410500000001,-93.396379,127.519115,"Shrub","Cedar",2016,20
"Cedar 2016 21",2.01020809,1.91443302,175.768612,175.768612,58.504563557385,-0.00879085999999996,-119.883299,132.231388,"Shrub","Cedar",2016,21
"Cedar 2016 22",2.0004297,1.98388693,267.444668,263.615694,33.1435872489554,-0.0308146199999997,3.82897400000002,108.555332,"Shrub","Cedar",2016,22
"Cedar 2016 23",2.14880508,2.06101601,104.16499,104.16499,22.0723114725827,0.0281236599999999,-69.225352,110.83501,"Shrub","Cedar",2016,23
"Cedar 2016 24",2.14801145,2.06430722,93.804829,68.136821,39.920270936355,-0.0371535700000001,-54.331992,103.195171,"Non-shrub","Cedar",2016,24
"Cedar 2016 25",2.16398006,1.87659974,124.525151,116.426559,22.5255481328997,0.28738032,-99.901408,93.474849,"Non-shrub","Cedar",2016,25
"Cedar 2016 26",2.28941202,1.9253787,127.074447,119.841046,63.8397020625603,0.36403332,7.23340099999999,132.925553,"Non-shrub","Cedar",2016,26
"Cedar 2016 27",1.8479771,1.37376441,94.507042,94.507042,48.1449840221519,0.2359852,-40.6499,214.492958,"Non-shrub","Cedar",2016,27
"Cedar 2016 28",1.82749386,1.3018211,194.696177,101.814889,25.9617536536331,0.17403545,92.881288,216.303823,"Non-shrub","Cedar",2016,28
"Cedar 2016 29",1.44022859,1.16369451,119.921529,34.869215,14.7819347826034,-0.29887939,74.052314,212.078471,"Non-shrub","Cedar",2016,29
"Cedar 2016 30",1.59582465,1.16663534,76.921529,28.68008,18.4355001816572,-0.28189686,29.241449,212.078471,"Non-shrub","Cedar",2016,30
"Cedar 2016 31",1.71975885,1.38366797,57.408451,-12.31992,24.2515117174876,-0.10323349,9.72837100000001,147.591549,"Non-shrub","Cedar",2016,31
"Cedar 2016 32",1.68563423,1.55508944,127.957746,71.211268,5.4498580693816,-0.1375078,56.746478,95.042254,"Non-shrub","Cedar",2016,32
"Cedar 2016 33",1.72978089,1.52371564,179.092555,13.949698,4.13304510252984,-0.06040844,153.142857,84.907445,"Non-shrub","Cedar",2016,33
"Cedar 2016 34",1.61618874,1.39230402,221.623742,8.34607600000001,14.3568498486817,-0.0612684600000002,196.277666,181.376258,"Non-shrub","Cedar",2016,34
"Cedar 2016 35",1.33187387,0.8504582,201.209256,30.193159,9.36997603836052,-0.42314642,168.016097,223.790744,"Non-shrub","Cedar",2016,35
"Cedar 2016 36",1.38150037,0.703127145,104.551308,34.55332,10.2727560924037,-0.57349495,69.997988,82.448692,"Non-shrub","Cedar",2016,36
"Cedar 2016 37",1.46107732,1.08685317,64.416499,34.93159,13.2547577324771,-0.39805108,29.484909,84.583501,"Non-shrub","Cedar",2016,37
"Cedar 2016 38",1.89493386,1.71478134,85.056338,45.949698,24.5542214396444,-0.0558014199999999,39.10664,91.943662,"Non-shrub","Cedar",2016,38
"Cedar 2016 39",1.88803238,1.4117617,76.867203,19.183099,32.4804560356958,-0.02741766,57.684104,91.132797,"Non-shrub","Cedar",2016,39
"Cedar 2016 40",1.87329815,1.57456113,52.714286,49.895372,17.4895465386796,-0.25851656,2.81891399999998,82.285714,"Non-shrub","Cedar",2016,40
"Cedar 2016 41",1.84692316,1.64861372,70.957746,36.138833,48.7440905784409,-0.22364882,34.818913,102.042254,"Non-shrub","Cedar",2016,41
"Cedar 2016 42",2.06506933,1.85656394,52.993964,45.742455,33.5686224008711,0.14132129,7.251509,105.006036,"Non-shrub","Cedar",2016,42
"Cedar 2016 43",1.88098963,1.4512456,117.597586,54.346076,31.0120863590671,-0.19066,63.25151,103.402414,"Non-shrub","Cedar",2016,43
"Cedar 2016 44",1.87003769,1.63970565,129.390342,24.93159,25.171897510086,0.0379708000000001,104.458752,110.609658,"Non-shrub","Cedar",2016,44
"Cedar 2016 45",1.92644024,1.58784905,140.993964,36.17505,27.768788595507,0.00516969,104.818914,113.006036,"Non-shrub","Cedar",2016,45
"Cedar 2016 46",1.89117063,1.55053302,68.975855,8.382294,25.5551274721894,-0.07707273,37.593561,112.024145,"Non-shrub","Cedar",2016,46
"Cedar 2016 47",1.8650336,1.46032602,101.975855,44.400402,24.4405456350983,-0.25041721,57.575453,109.024145,"Non-shrub","Cedar",2016,47
"Cedar 2016 48",1.93914018,1.74234848,70.975855,70.975855,34.254570343764,-0.19734457,-20.523139,110.024145,"Non-shrub","Cedar",2016,48
"Cedar 2016 49",1.92460995,1.65791966,157.732394,-2.28571400000001,55.977409828659,0.0748966600000001,160.018108,122.267606,"Non-shrub","Cedar",2016,49
"Cedar 2016 50",1.78899703,1.04948167,97.750503,37.55332,30.1556211688715,-0.16737272,60.197183,106.249497,"Non-shrub","Cedar",2016,50
"Cedar 2016 51",1.89739042,1.54674654,92.525151,92.309859,56.9104767028769,-0.10765086,0.215292000000005,105.474849,"Non-shrub","Cedar",2016,51
"Cedar 2016 52",1.87633412,1.57026702,54.092555,54.092555,77.1283944054814,-0.02907343,-26.7666,96.907445,"Non-shrub","Cedar",2016,52
"Cedar 2016 53",2.27515655,1.7100532,64.983903,64.983903,93.4540369649248,0.3459638,-8.839035,116.016097,"Non-shrub","Cedar",2016,53
"Cedar 2016 54",2.07153691,1.62437763,78.28169,67.201207,67.2375212335099,0.02563995,11.080483,101.71831,"Non-shrub","Cedar",2016,54
"Cedar 2016 55",2.04605174,1.56716774,104.678068,104.678068,56.9262573253896,0.0610397899999997,-2.802817,104.321932,"Non-shrub","Cedar",2016,55
"Cedar 2016 56",1.9555611,1.5833064,129.470825,129.470825,46.9712430494218,0.03266898,-36.217304,104.529175,"Non-shrub","Cedar",2016,56
"Cedar 2016 57",2.13847883,1.66596478,75.056338,75.056338,52.1714699810303,0.26199212,-48.595573,96.943662,"Non-shrub","Cedar",2016,57
"Cedar 2016 58",2.29336105,1.78889649,92.092555,92.092555,53.4786662067796,0.32349184,-25.352113,83.907445,"Non-shrub","Cedar",2016,58
"Cedar 2016 59",2.12436939,1.71510684,114.885312,48.841046,40.2130822224189,0.28712434,66.044266,85.114688,"Non-shrub","Cedar",2016,59
"Cedar 2016 60",2.07342642,1.70330221,111.903421,47.877264,37.7606662848823,0.13531752,64.026157,91.096579,"Non-shrub","Cedar",2016,60
"Cedar 2016 61",2.17548856,1.6434333,110.921529,101.67002,43.9446212236515,0.19808748,9.251509,97.078471,"Non-shrub","Cedar",2016,61
"Cedar 2016 62",2.14028436,1.68861035,130.110664,130.110664,31.1149364109504,0.25738667,-25.352113,101.889336,"Non-shrub","Cedar",2016,62
"Cedar 2016 63",2.19710622,1.70343132,120.299799,120.299799,35.1666210052386,0.4936749,-20.523139,93.700201,"Non-shrub","Cedar",2016,63
"Cedar 2016 64",2.22302552,1.84579079,112.903421,102.219316,36.6087962384721,0.37723473,10.684105,101.096579,"Non-shrub","Cedar",2016,64
"Cedar 2016 65",2.18274446,1.84549326,108.317907,100.255533,31.4064133859814,0.23636616,8.06237399999998,95.682093,"Non-shrub","Cedar",2016,65
"Cedar 2016 66",2.28533425,1.79893915,102.732394,91.651911,32.5338686341506,0.25803562,11.080483,94.267606,"Non-shrub","Cedar",2016,66
"Cedar 2016 67",2.31947111,1.83270226,126.939638,87.67002,36.7622598996805,0.29278206,39.269618,88.060362,"Non-shrub","Cedar",2016,67
"Cedar 2016 68",2.27401555,1.77080251,178.525151,84.498994,49.1318795302288,0.29526633,94.026157,94.474849,"Non-shrub","Cedar",2016,68
"Cedar 2016 69",2.20669629,1.70981259,140.732394,72.273642,32.5586533655379,0.25141432,68.458752,96.267606,"Non-shrub","Cedar",2016,69
"Cedar 2016 70",2.2297322,1.73993387,225.128773,125.67002,24.4952058718128,0.44941714,99.458753,91.871227,"Non-shrub","Cedar",2016,70
"Cedar 2016 71",2.27646488,1.72867867,185.317907,85.462777,39.3239749402035,0.54778621,99.85513,102.682093,"Non-shrub","Cedar",2016,71
"Cedar 2016 72",2.27466363,1.7736022,147.317907,74.237425,40.4581491874203,0.37207647,73.080482,97.682093,"Non-shrub","Cedar",2016,72
"Cedar 2016 73",2.37088098,1.77664819,172.525151,100.651911,28.4227073237685,0.50363523,71.87324,96.474849,"Non-shrub","Cedar",2016,73
"Cedar 2016 74",2.33648601,1.96302204,79.317907,61.237425,21.2602901541302,0.34289902,18.080482,94.682093,"Non-shrub","Cedar",2016,74
"Cedar 2016 75",2.64317615,1.97238918,128.921529,82.615694,20.6479815509691,0.67078697,46.305835,97.078471,"Non-shrub","Cedar",2016,75
"Cedar 2016 76",2.14212859,1.85069118,158.750503,54.066398,21.1081982266975,0.0213595600000001,104.684105,96.249497,"Non-shrub","Cedar",2016,76
"Cedar 2016 77",2.01455478,1.80457869,150.750503,53.706237,29.2579189959559,0.06250639,97.044266,96.249497,"Non-shrub","Cedar",2016,77
"Cedar 2016 78",2.04618684,1.81168471,140.750503,74.706237,30.2523478786858,0.15480375,66.044266,96.249497,"Non-shrub","Cedar",2016,78
"Cedar 2016 79",2.11144041,1.75141153,153.525151,120.291751,43.9446009666634,0.25855098,33.2334,93.474849,"Non-shrub","Cedar",2016,79
"Cedar 2016 80",2.081613,1.66802513,201.54326,14.084507,81.6522261834067,0.29591342,186.458753,93.45674,"Non-shrub","Cedar",2016,80
"Cedar 2016 81",1.98713367,1.65210622,181.336016,55.084507,59.6334471327065,-0.0534566999999999,126.251509,93.663984,"Non-shrub","Cedar",2016,81
"Cedar 2016 82",1.99654229,1.43030954,131.336016,93.67002,44.4285069360497,0.20906914,37.665996,91.663984,"Non-shrub","Cedar",2016,82
"Cedar 2016 83",1.79586545,1.30391319,136.507042,102.462777,37.2189178491821,0.0845459099999999,34.044265,98.492958,"Non-shrub","Cedar",2016,83
"Cedar 2016 84",1.86952755,1.33610509,177.525151,79.255533,28.7278570043073,0.18860424,98.269618,95.474849,"Non-shrub","Cedar",2016,84
"Cedar 2016 85",1.87841421,1.50682605,153.110664,115.444668,19.0808196932112,0.0333272,37.665996,106.889336,"Non-shrub","Cedar",2016,85
"Cedar 2016 86",1.94340882,1.57133331,185.488934,185.488934,16.9278286910093,0.27660649,-17.50503,103.511066,"Non-shrub","Cedar",2016,86
"Cedar 2016 87",2.03515711,1.4901487,212.830986,212.830986,16.0700387677743,0.54500841,-15.513078,97.169014,"Shrub","Cedar",2016,87
"Cedar 2016 88",1.96025956,1.37175035,184.209256,107.730382,81.8859851219618,0.58850921,-344.521126,101.790744,"Non-shrub","Cedar",2016,88
"Smith 2017 11",2.982304,2.48988779,194.527163,194.527163,23.654232159603,0.49241621,-5.2552807722431,142.472837,"Shrub","Smith",2017,11
"Smith 2017 12",2.91746852,2.29556918,318.064386,318.064386,19.5718356125742,0.62189934,-8.77857426790519,120.935614,"Shrub","Smith",2017,12
"Smith 2017 13",2.69418252,2.28198137,254.187123,254.187123,18.5627570511267,0.41220115,-3.23391495359808,123.812877,"Shrub","Smith",2017,13
"Smith 2017 14",2.40836165,1.92742125,265.235412,262.016097,12.772909047093,0.4809404,-10.2475392272258,114.764588,"Shrub","Smith",2017,14
"Smith 2017 15",2.56128375,2.20553465,234.55332,234.55332,19.4127246155434,0.3557491,-3.33980395490278,127.44668,"Shrub","Smith",2017,15
"Smith 2017 16",2.48636382,2.14336646,296.919517,296.919517,10.8480465606853,0.34299736,-1.07703069662071,125.080483,"Shrub","Smith",2017,16
"Smith 2017 17",2.52692774,2.27810514,541.627767,540.822938,11.0640883923886,0.2488226,-3.19370328143375,138.372233,"Shrub","Smith",2017,17
"Smith 2017 18",2.39056329,2.10725948,500.384306,500.384306,7.73602058017491,0.28330381,-2.72957247868284,125.615694,"Non-shrub","Smith",2017,18
"Smith 2017 19",2.51488828,2.32697165,515.798793,515.798793,4.42950854812622,0.18791663,-13.2281152462194,120.201207,"Shrub","Smith",2017,19
"Smith 2017 20",2.31676827,2.22565061,620.018109,620.018109,6.66485575428773,0.0911176599999997,-6.02727200736866,112.981891,"Shrub","Smith",2017,20
"Smith 2017 21",2.33917981,2.12263907,931.627767,931.627767,8.91931909179065,0.21654074,-0.014385829843584,108.372233,"Shrub","Smith",2017,21
"Smith 2017 22",2.31286632,2.12164876,752.360161,752.360161,7.25868334839889,0.19121756,-1.05993217506645,115.639839,"Shrub","Smith",2017,22
"Smith 2017 23",2.54428221,2.19199698,692.798793,692.798793,6.05630560840756,0.35228523,-1.37639571008384,98.201207,"Shrub","Smith",2017,23
"Smith 2017 24",2.37452369,2.15077813,671.627767,671.627767,9.583423389993,0.11726186,-0.484779373374884,92.372233,"Shrub","Smith",2017,24
"Smith 2017 25",2.25921441,2.1555685,625.603622,625.603622,14.1810174451099,-0.19846695,-1.75037635792813,94.396378,"Shrub","Smith",2017,25
"Smith 2017 26",2.2799455,1.91082246,642.406439,642.406439,6.43351804872425,0.36912304,-4.98102632291437,65.593561,"Shrub","Smith",2017,26
"Smith 2017 27",2.17232357,2.09267196,866.625755,866.625755,17.790882320968,0.07965161,-0.392945414561506,67.374245,"Shrub","Smith",2017,27
"Smith 2017 28",2.2566874,2.2566874,808.796781,808.796781,9.43285534538784,-0.00546508999999995,-0.789941815446805,68.203219,"Shrub","Smith",2017,28
"Smith 2017 29",2.04100298,2.04100298,800.967807,800.967807,7.24015122758352,-0.0915993199999998,-2.2816873158414,71.032193,"Shrub","Smith",2017,29
"Smith 2017 30",1.53219653,1.53219653,888.625755,888.625755,3.52996391033487,-0.89634941,-2.59436771694359,59.374245,"Shrub","Smith",2017,30
"Smith 2017 31",1.36936764,1.36936764,702.064386,702.064386,7.60981600697643,-0.93172058,-4.90955210439414,47.935614,"Shrub","Smith",2017,31
"Smith 2017 32",2.1341498,1.98564849,487,487,12.0559509872258,0.14850131,-8.53245497717003,198,"Shrub","Smith",2017,32
"Smith 2017 33",1.71681055,1.71681055,925.625755,925.625755,14.5421120339811,-0.37531545,-0.640977393360582,64.374245,"Shrub","Smith",2017,33
"Smith 2017 34",1.67165925,1.67165925,828.674044,828.674044,14.9552227243674,-0.32468505,-0.457484700527335,54.325956,"Shrub","Smith",2017,34
"Smith 2017 35",1.66302155,1.66302155,786.674044,786.674044,12.619902656595,-0.4774247,-0.977217259956515,53.325956,"Shrub","Smith",2017,35
"Smith 2017 36",1.54815466,1.54815466,738.040241,725.843058,10.6681283354676,-1.00221788,0.280069336053816,55.959759,"Shrub","Smith",2017,36
"Smith 2017 37",1.80702408,1.80702408,526.430584,524.501006,8.59864749716839,-0.11206072,0.0613147219270218,54.569416,"Shrub","Smith",2017,37
"Smith 2017 38",1.76113386,1.76113386,20.211268,20.211268,12.0251073669936,-0.17174964,-15.896715370448,56.788732,"Shrub","Smith",2017,38
"Smith 2017 39",1.95416275,1.95416275,262.434608,262.434608,10.0126987635466,-0.00426590000000004,-4.79797840627346,123.565392,"Shrub","Smith",2017,39
"Smith 2017 40",1.59889277,1.59889277,244.625755,244.625755,6.0225455162317,-1.16754098,-1.20957385432451,60.374245,"Shrub","Smith",2017,40
"Smith 2017 41",1.70604159,1.70604159,127.820926,91.573441,6.99337558474604,-0.73581615,6.59716117908029,58.179074,"Shrub","Smith",2017,41
"Smith 2017 42",1.75686046,1.75686046,41.55332,41.55332,8.90931287643667,-0.16756649,-10.1786926030243,62.44668,"Shrub","Smith",2017,42
"Smith 2017 43",1.70649212,1.70649212,19.187123,19.187123,11.1353053386401,-0.36956479,-12.4325091827136,50.812877,"Non-shrub","Smith",2017,43
"Smith 2017 44",1.66949399,1.66949399,23.187123,23.187123,9.9202773951629,-0.34238476,-11.9503650154439,53.812877,"Non-shrub","Smith",2017,44
"Smith 2017 45",1.70971425,1.68266995,24.772636,24.772636,19.8151797924802,-0.23746374,-11.4201949522063,63.227364,"Non-shrub","Smith",2017,45
"Smith 2017 46",1.88152966,1.78214429,27.577465,27.577465,26.4208793950036,0.06830417,-10.911808609766,73.422535,"Non-shrub","Smith",2017,46
"Smith 2017 47",1.89000608,1.65820665,35.60161,35.60161,27.1482544988184,0.23179943,-9.66091755633,71.39839,"Non-shrub","Smith",2017,47
